format,row_no,brief_id,title,role,industry,jtbd,execution_status,session_id,session_url,share_status,share_id,share_url,missing_fields,repair_action
html,54,ce98f261-f9e4-4c9e-963d-f9ad05c8d580,Which prior-art fields create the most significant patent risks for software-defined vehicles?,in_house_ip_legal,automotive,"[""prior_art""]",completed,sess_db09b95cd14c4071,https://eureka.patsnap.com/ai-search/sess_db09b95cd14c4071?from=rd-home&start_from=eureka_landingpage,submission_unknown,,,share_url,retry_share_only
html,1810,42ec5d3c-0e47-4f98-b900-c6be07690b5d,Which unmet customization needs offer opportunities for new product concepts across the materials industry?,other,materials,"[""ideas_concepts""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1811,59ba1642-57ff-40ea-8270-ea0fbc47e2de,Which research tasks can map recent shifts across the materials industry’s major technology fields?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1812,d6dcfc35-dc3b-4c88-8a16-f4cd0364223c,Which research tasks can compare the maturity and momentum of major materials technology areas?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1813,65ccf57c-1353-4169-a3c5-f8bfdd2f9190,Which research tasks can track how application demand is reshaping materials innovation priorities?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1814,6eb139a2-ce6f-4673-8d9c-0faa34331fb7,Which research tasks can reveal emerging research directions across the materials industry?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1815,90be35a7-4437-4a18-ba99-f3d789b2a27d,Which research tasks can assess changing technical challenges across major materials fields?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1816,3890ddf7-f575-4bfc-a4e2-5a183cdd4255,Which research tasks can examine sustainability-driven changes in the materials technology landscape?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1817,e0759ba7-ba3c-4553-ad3c-978853afa629,Which research tasks can scan the growing role of digital methods in materials research and development?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1818,3c2460c2-548e-45be-91b1-18d758e9b57e,Which research tasks can track shifts from materials discovery toward industrial adoption?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1819,ab81cb5d-870c-4fa6-a7b1-98a9da2a5920,Which research tasks can identify convergence among previously separate materials technology fields?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1820,8772af1a-2db2-4032-8ab8-75588118091e,Which research tasks can anticipate the materials industry’s likely next technology developments?,other,materials,"[""other""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1821,598f4576-3b38-4916-99d2-3d6413d01c04,Which major application fields show the strongest shifts in patent activity and technical direction across the materials industry?,other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1822,5f11a950-946e-4124-8e18-0e1576d824ec,"How are the principal technology clusters in the materials patent landscape expanding, contracting, or converging?",other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1823,ab2793f5-21dc-4420-afe6-8ac78a26b1c7,How has the geographic distribution of materials patent filings and technical specialization changed in recent years?,other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1824,36497bbe-99d7-494d-8483-f8755e04ab30,How is the composition of major rights holders and new entrants changing across the materials patent landscape?,other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1825,0e0f7bad-383f-435f-8aac-cc1741f81ce5,"Which areas of the materials patent landscape are moving from early emergence toward growth, consolidation, or maturity?",other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1826,d4d3a36b-3a76-44f5-85ba-cad48fb28067,How are sustainability and circularity priorities changing the materials patent landscape?,other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1827,501fd5df-b758-41e0-937d-4d15f86c9214,How are computational methods and data-driven discovery reshaping patent activity across the materials industry?,other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1828,5638c2b3-47dd-4cb6-8665-804518d5a577,Which materials processing and manufacturing directions show the greatest changes in patenting activity?,other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1829,a80847e9-6c46-4507-ab1e-1544a9049ed1,Which material property and functional-performance targets are gaining or losing prominence in the patent landscape?,other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1830,24b22525-36b7-4483-9825-0737a2360d22,Which interdisciplinary areas are emerging as likely next directions in the materials patent landscape?,other,materials,"[""search_draft_patents""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1831,31d352ad-cbfa-439e-a39a-bab359fe013c,When are multifunctional material concepts technically feasible enough to advance in product design?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1832,82368d5f-e92a-4a9a-8476-6c942fd37240,How can material compatibility evidence establish whether new material directions are feasible for product integration?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1833,d4f43ade-af4c-4490-b4f9-89c97b37125b,When does manufacturability evidence support the feasibility of material-enabled product designs?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1834,14b1c652-f7b0-4278-97a0-c5c075a11ef7,How far can laboratory material results support feasibility judgments for larger-scale product applications?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1835,7c79ab99-ffcd-43d0-958d-06885eed146b,When is durability evidence sufficient to support the technical feasibility of emerging material directions?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1836,2066d9f1-3be9-4781-b973-e225318814b2,How does material-property variability affect the feasibility of robust product designs?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1837,953b89c4-6278-47f8-b830-987dcdc48372,When are circular material-use strategies technically feasible without compromising required product functions?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1838,1d4cf23d-b4e3-48b3-a0eb-e0564aa8e7a7,When can predictive material models credibly support product-design feasibility judgments?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,1839,0d8f8117-45af-4a47-84cd-8e3df3768790,When are material test results representative enough to justify advancing a product-design direction?,other,materials,"[""technical_feasibility""]",submission_unknown,,,pending,,,session_url|share_url,force_resubmit_unknown
html,2583,82e3b73c-12d8-4e06-8105-ec0ef8eb030f,What criteria should guide the choice of claim categories when preparing a coordinated claim set?,patent_ip_services,other,"[""draft_refine_claims""]",submitted,sess_97f57514ca0c4248,https://eureka.patsnap.com/ai-search/sess_97f57514ca0c4248?from=rd-home&start_from=eureka_landingpage,submission_unknown,,,share_url,retry_share_only
html,3008,8792c4ef-ab02-4a11-939f-c7e85e52b21f,Which advances are improving how virtual and physical evidence support engineering design validation?,rd_engineer,engineering,"[""existing_technologies""]",submitted,sess_9a7e5b89dae844ef,https://eureka.patsnap.com/ai-search/sess_9a7e5b89dae844ef?from=rd-home&start_from=eureka_landingpage,submission_unknown,,,share_url,retry_share_only
html,3071,8f45647b-50aa-40da-92a8-f0743d865315,Which major technology shifts in food and farming production could define useful R&D exploration tasks?,rd_engineer,food_farming_production,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3072,4ffa204c-0d5f-4508-9ed4-4213b1a6a7e9,"How is technology maturity changing across food and farming production, and which research tasks could clarify those changes?",rd_engineer,food_farming_production,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3073,1a1641e7-45e9-41db-8d46-eb94637498d2,Which emerging application areas in food and farming production warrant further R&D landscape research?,rd_engineer,food_farming_production,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3075,c4c03130-b4e8-47b4-896b-021fbbe7cbd6,"Which technical challenges are gaining research attention across food and farming production, and how could they guide task selection?",rd_engineer,food_farming_production,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3076,c0e449b9-d1ce-4af6-a843-5c04bb049c48,How are sustainability priorities reshaping the food and farming production technology landscape and possible R&D research tasks?,rd_engineer,food_farming_production,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3077,07d02f7d-c135-440e-bd93-2ac856993c0a,"How is the evidence behind emerging food and farming production technologies evolving, and what review tasks could assess it?",rd_engineer,food_farming_production,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3079,b25e02ff-eb42-4a69-b1ec-f7b8f9fa4a7b,"How are standardization and interoperability needs evolving across food and farming production technologies, and what could R&D investigate?",rd_engineer,food_farming_production,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3080,6777f4b3-85f6-4478-b582-ddbc62dcb6b3,"Which research gaps are emerging as food and farming production technologies advance, and what follow-up tasks could examine them?",rd_engineer,food_farming_production,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3081,1d64b673-d47c-4388-a8a5-0afd8954545f,Which prior-art search gaps could put invention concepts in food and farming production at risk?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3082,98a52981-34c9-4b47-a9da-e6dfd76e529f,What patent-overlap risks should be assessed before prototyping inventions in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3083,fc6e4efe-c95b-49aa-a126-1a41aae6cce8,How could pending patent applications create IP uncertainty for inventions in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3084,5fc7af3d-5303-4540-ae49-32553ee4100d,What IP risks can arise from sharing invention details before filing in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3085,298b6aea-fcac-4c06-a1d2-4fedc506400d,Where can inventorship and ownership uncertainty create IP risks in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3086,0671f40d-f059-4f36-bfef-a9e269ce2e40,What residual patent risks should be assessed when developing design-arounds in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3087,878d8e9f-2623-4920-bae0-0f353d51b19e,Which invention-disclosure evidence gaps could weaken patent protection in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3088,4305a381-5cd1-4756-8873-d2c470b78db1,What trade-secret risks arise when using external know-how to develop inventions in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3089,8c74a983-6613-425d-8612-e42f96b9242d,What IP permission gaps could affect inventions built on third-party technology in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3090,bfe79258-d2a2-46fa-a465-409ccbb9db26,How can territorial patent differences create IP risks for inventions in food and farming production?,rd_engineer,food_farming_production,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3091,7ec960df-cdcc-4b2e-a94a-5e6bc7c1668d,Where could AI turn monitoring data into useful product features across food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3092,40eb91c8-0918-413a-88d2-d71b822624da,Which AI forecasting applications could inspire new products for food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3093,2a3a1e03-9cb1-4c18-9eda-8ea800292f0d,Where could AI decision support become a valuable product capability in food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3094,4f9ae049-1d06-4c56-ae08-a0df0b4c2b70,Which AI applications could support human-supervised task automation in food and farming production products?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3095,eb9099e9-5b10-42b7-83b4-2ebf35109228,What AI quality-assessment applications could inspire product concepts across food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3096,eb2b9e0b-773f-416f-9c17-738fe735e4af,Where could AI enable products that help reduce resource use and waste in food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3097,aecc4312-0e08-4bdf-9e58-9981eaf9f92a,Which AI traceability applications could become useful product features in food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3098,dc192643-ea31-49fb-99c7-051b375ae84e,Where could AI knowledge assistance create new product opportunities in food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3099,054b7fe0-6715-4365-8205-b28f79dc7e37,Which AI applications could make products easier to learn and use across food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3100,e5a6fbbc-f6fa-4b15-9c4f-22682c1c0e5e,Where could AI help users explore and compare design alternatives in food and farming production?,rd_engineer,food_farming_production,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3101,f4b9d0bb-a2e4-4c55-b712-6cd78bc29d58,How feasible is designing products that maintain their intended performance across variable food and farming production conditions?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3102,4253eadb-1a60-4d4a-8977-5d29bbc81627,How feasible is incorporating safety and hygiene requirements into product design across food and farming production?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3103,d6b99e1a-a4ae-47ba-987d-84ca93353f34,How feasible is reducing resource demand through product design without compromising food and farming production functions?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3104,3b8d6f38-0512-4ffc-b7fd-86e1208b8077,How feasible is improving product repairability while preserving performance and safety in food and farming production?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3105,14d21083-190a-42bf-a0c7-80f1fa1c69ce,How feasible is accommodating diverse user capabilities through product design in food and farming production?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3106,e9cc52df-b978-470e-9bd9-9e2a7bc6cdfe,How feasible is adding sensing capabilities to products used across food and farming production?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3107,d5af1b58-0835-4111-9f08-ca9d51183bcc,How feasible is using lower-impact materials while meeting product requirements across food and farming production?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3108,883e8e85-a30b-4ff2-a50e-67aa7cc3a8b9,How feasible is scaling emerging product designs from demonstrations to practical use in food and farming production?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3109,c968da7f-8ba0-4f09-ae34-147aea6d26a8,How feasible is designing products for reuse or recovery after their initial use in food and farming production?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3110,8afcf3c1-de3c-4c53-be67-e17003276f76,How feasible is adapting shared product designs to different application requirements across food and farming production?,rd_engineer,food_farming_production,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3111,2a3d9bc6-b7fc-45b2-a00a-b6970aeb1f16,Which AI applications can turn diverse user needs into actionable product design requirements in food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3112,3a4c3f64-b050-4dc9-aaee-2c39c9ac02db,Which AI applications can generate feasible product design concepts for food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3113,b1b0c1bf-c807-4bb5-9760-6b30cf991cc9,Which AI applications can clarify product architecture trade-offs in food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3114,11ca4247-bd06-4326-9380-a0b86c2cafc9,Which AI applications can accelerate product performance prediction during design in food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3115,22700179-856c-45bd-8411-eb719b5a7509,Which AI applications can help design products for variable operating conditions in food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3116,28b52973-f7e3-486b-a15b-ef6466649b71,Which AI applications can support lower-impact product design choices in food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3117,69d16e0a-7eae-4072-9a0e-ed0b0f2d0804,Which AI applications can reveal usability improvements during product design in food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3118,2d35b8af-dc52-4f60-94e7-b3dfba06ade7,Which AI applications can help reuse proven design knowledge in food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3119,591e0da4-cac9-4714-9224-6b3f5222acd7,Which AI applications can identify safety-related design concerns early in food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3120,45be8e9e-7669-4e0c-a3fd-6723d411e9ba,Which AI applications can target evidence gaps in product design verification for food and farming production?,rd_engineer,food_farming_production,"[""technical_solutions""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3121,637a349d-7228-4f87-83a0-703ad89f5201,What research trends are shaping multifunctional materials design across the materials industry?,rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3122,12117eeb-9230-4d59-bae3-fa354dcc6024,Which computational and data-driven approaches are emerging for materials selection and design?,rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3123,fa2d9244-42f7-433f-91e5-f81896f6d55f,"What materials design trends support reuse, recovery, and circular product lifecycles?",rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3124,7edd4014-2b64-44b4-b8f2-967dde9da5d9,What advances in structure–property design are opening new options across the materials industry?,rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3125,ec8eb139-4dea-4f6c-85eb-a8e81ef68b8d,Which materials research directions could expand design options for longer product service life?,rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3126,b84c1907-7983-4d4a-8be1-9c92b57703e5,What research trends are helping materials design approaches move from laboratory concepts to practical use?,rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3127,3cdf33a8-aa11-44ff-bb81-adc22064348a,Which materials substitution trends could reduce dependence on scarce inputs while preserving product function?,rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3128,1058f3c0-93d5-4d5a-b13f-4932cd602bb7,What interface and compatibility research trends are broadening materials combination options in product design?,rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3129,6a52f712-a81b-4bb0-9fda-cea066b20a49,Which characterization advances are improving the evidence available for materials design decisions?,rd_engineer,materials,"[""existing_technologies""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3131,a5530f84-b714-4dee-bc8b-18c59ee28285,"How are major technology fields evolving across the materials industry, and which landscape-mapping tasks could clarify an R&D brief?",rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3132,e212cd11-51f0-4e42-90f6-e19214acf9c4,Which trend-scanning tasks could clarify how changing application needs are influencing materials research directions?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3133,08265edb-6e5f-4ff7-9e7e-6ca4fe46ab5b,How could an R&D team frame a trend scan of technology maturity and research-to-use transitions across the materials industry?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3134,2eb710ae-2879-4139-8377-5fa320ed0055,Which research tasks could help an R&D team explore convergence trends among technology fields across the materials industry?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3135,2f77b644-ae88-4363-9f68-4beb8a014731,Which trend-scanning tasks could clarify the changing role of digital methods in the materials industry's research landscape?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3136,406d0cc0-6628-4455-bf33-96b2dd7cf5e8,How could an R&D team frame a scan of sustainability-related shifts in the materials industry's technology landscape?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3137,ad214021-7d18-4b9b-8a4d-409b6fe4fe55,Which tasks could clarify trends in characterization and validation capabilities across the materials industry's research landscape?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3138,3ea3a8d7-ac80-4fca-99fd-2cc8c3e0d1c8,Which trend-scanning tasks could help an R&D team explore scale-up and manufacturing research directions across the materials industry?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3139,f5876772-63e9-4480-ad65-73bd7b02468f,How could an R&D team frame a trend scan of durability and service-life research across the materials industry?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3140,64a6a5c3-d7ee-4367-af6a-580e681f8e3f,Which horizon-scanning tasks could clarify emerging research areas and weak signals across the materials industry?,rd_engineer,materials,"[""other""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3141,b9b7a387-08a4-45ee-ba46-d85f8df7d32c,What prior-art risks can undermine claims of technical distinctiveness for inventions in the materials industry?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3142,ac8dc56e-88ea-4a64-8d2a-b1f36bd393f6,What freedom-to-operate risks arise when materials inventions are assessed by technical novelty alone?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3143,6ee43792-7ec8-4a71-9705-dbf6e2400835,How can disclosure timing put patent protection for materials inventions at risk?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3144,2e54953b-c970-4b76-82df-4ba95cb4e6e1,What inventorship and ownership risks follow from incomplete contribution records in materials invention development?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3145,94d570a0-e1c4-4fd4-a62c-cc2ca1f1ce09,What IP risks arise from unclear provenance of technical information used to develop materials inventions?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3146,53623f9c-5ef6-4de8-ac9d-da22d50940fb,What patent-support risks arise when materials invention disclosures extend beyond the available technical evidence?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3147,979fe759-ce21-49b6-8cb3-850855cf0381,What residual patent risks should be assessed when developing design-around concepts in the materials industry?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3148,68a5eddc-d1c0-49fd-bc76-db2a4643ca7c,How can incomplete patent-family and legal-status evidence distort IP risk assessments for materials inventions?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3149,ffd22b0a-9f41-446f-a90c-d71c8fe5a217,What IP uncertainties do patent publication delays create for emerging materials invention concepts?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3150,1f1b88ac-b1ed-4845-8a69-aeb2d0802dd6,What priority-support risks arise when materials invention concepts evolve beyond their earlier disclosures?,rd_engineer,materials,"[""patent_ip_risk""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3151,5145c1b5-9d6b-4446-89ae-2cff70086e14,Where can AI help translate user needs into new material product concepts?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3153,aa6451b0-d693-4944-bb6e-c5cedee4b006,Where can AI-assisted material selection reveal opportunities for differentiated product concepts?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3154,7e8fb49d-35ba-47e4-aa85-a93528ed1272,Which AI applications can help explore competing requirements when developing material product concepts?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3155,7d7b2507-3ac0-4e78-88f8-2bd77b09cef8,Where can AI-accelerated simulation enable broader exploration of material product concepts?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3156,5fb33689-b953-48f1-b977-9a7c433ad28d,What AI applications can connect material capabilities with product integration needs during concept development?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3157,c57856db-e2a2-45d7-8462-367a50745ee0,Which AI applications could support material product concepts designed for circularity?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3158,a4fbc090-4178-4555-add8-a9fe37a7dd0c,Where can AI-based lifetime prediction inform new material product concepts?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3159,92d1523e-82bd-4e74-b13d-e5e881c2deca,Which AI applications can help turn uncertain material product ideas into testable concepts?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3160,6019cc46-b01b-4647-98fa-e578583517db,What AI applications can turn fragmented materials knowledge into new product concept opportunities?,rd_engineer,materials,"[""product_ideas""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3161,873a54bb-89b0-4b7d-9033-a38aed6cd02e,When does laboratory performance provide enough evidence to pursue application-level material design?,rd_engineer,materials,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3162,974a0ade-b5f1-4a46-b7b9-558191d08554,When are material design directions with competing performance requirements technically feasible?,rd_engineer,materials,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3163,ee3c4e2c-443f-4900-9eb0-64165a7d41f6,When can predictive models justify further development of a material design direction?,rd_engineer,materials,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3165,d45936f4-1608-4efd-b86c-57997edd0357,When does material-property variability leave a credible path to robust product design?,rd_engineer,materials,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3166,d2736eea-419e-4b7f-9cc3-6513a62c083f,When do manufacturability constraints still allow a material design direction to remain feasible?,rd_engineer,materials,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3167,99db6d5f-9b46-4eb5-8c40-74d99f0c94df,When does evidence on long-term material behavior justify advancing a product-design direction?,rd_engineer,materials,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
html,3168,bd5d741f-e92e-4e5d-bb11-d9f2c4af7350,When are recyclability-oriented material design directions feasible without compromising required functions?,rd_engineer,materials,"[""technical_feasibility""]",failed,,,pending,,,session_url|share_url,retry_failed
