row_no,triple_id,tag_set_id,case_no,role,industry,jtbd,question,description,topic_theme,question_intent,scope_level,role_perspective,industry_segment,jtbd_task,desired_output,entities,keywords,classification_rationale,industry_status,assumptions,research_instructions,content_category,generated_prompt,execution_status,session_url,share_url,brief_id,generation_id,taxonomy_version,generated_at
498,in_house_ip_legal__materials__fto_design_risks,in_house_ip_legal__materials__fto_design_risks__a208e2ac02fb,8,in_house_ip_legal,materials,fto_design_risks,Which emerging materials research areas show increasing freedom-to-operate risk from expanding patent activity?,"From a patent risk review perspective across the materials industry, identify emerging research areas with expanding patent activity and compile supported filing, family, claim-scope, and legal-status signals in an evidence table.",ip_risk,assess_risks,industry,patent_risk_review,,fto_evidence_search,evidence_table,[],"[""emerging research areas"",""patent activity"",""filing trends"",""claim expansion"",""FTO risk""]",The research assesses whether growing patent activity in emerging areas may increase prospective IP risk across the materials industry.,broad_scope,"[""Emergence is evaluated through observable patent activity rather than a fixed forecast period.""]",,,,not_started,,,0023e489-70c8-4b22-9720-1f6755a0b3b7,a2004267-350a-43a1-959d-caaf67857f75,2.2.0,2026-09-12T01:02:27.120594+00:00
499,in_house_ip_legal__materials__fto_design_risks,in_house_ip_legal__materials__fto_design_risks__a208e2ac02fb,9,in_house_ip_legal,materials,fto_design_risks,How do patent-family structures and continuation practices complicate freedom-to-operate risk assessment in the materials industry?,"From a patent risk review perspective across the materials industry, trace patent-family relationships and continuation practices and document related claim-scope and legal-status evidence in an evidence table.",ip_risk,assess_risks,industry,patent_risk_review,,fto_evidence_search,evidence_table,[],"[""patent-family structure"",""continuation practice"",""priority claims"",""claim scope"",""FTO assessment""]",The question isolates family structure and continuation practice as evidence issues that can obscure the extent and evolution of relevant patent claims.,broad_scope,[],,,,not_started,,,2aad04d8-143c-4da6-98bc-536d286fc18a,a2004267-350a-43a1-959d-caaf67857f75,2.2.0,2026-09-12T01:02:27.120594+00:00
500,in_house_ip_legal__materials__fto_design_risks,in_house_ip_legal__materials__fto_design_risks__a208e2ac02fb,10,in_house_ip_legal,materials,fto_design_risks,What evidence gaps most limit reliable freedom-to-operate risk assessment across the materials industry?,"From a patent risk review perspective across the materials industry, identify gaps in claim text, legal status, ownership, family relationships, and jurisdictional records and present their risk implications in an evidence table.",ip_risk,assess_risks,industry,patent_risk_review,,fto_evidence_search,evidence_table,[],"[""evidence gaps"",""data quality"",""claim records"",""ownership records"",""legal status"",""FTO risk""]","The research evaluates uncertainty caused by missing or inconsistent patent evidence, which directly affects the reliability of industry-wide risk assessment.",broad_scope,[],,,,not_started,,,58dd69e5-ad73-4fe4-8045-a60a38a519cf,a2004267-350a-43a1-959d-caaf67857f75,2.2.0,2026-09-12T01:02:27.120594+00:00
501,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,1,in_house_ip_legal,materials,office_actions,How should novelty objections in materials patent office actions be mapped to claim features and cited disclosures to support a response decision?,"From a patent risk review perspective across the materials industry, analyze novelty objections by mapping each contested claim feature to application support and cited-reference passages, producing an evidence table that supports the choice between argument, amendment, and further review.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""novelty objections"",""claim features"",""cited references"",""application support"",""response decision""]",This question addresses office-action analysis through a patent risk review of novelty evidence and requests an evidence table to support a prosecution decision without presuming a particular material or claim.,broad_scope,"[""No specific office action, application, or cited reference is supplied, so the research should provide an adaptable evidence-table framework."",""The analysis should distinguish documented support from issues requiring jurisdiction-specific legal review.""]",,,,not_started,,,419e8e55-4457-4f9b-989b-8588fbfe9774,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
502,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,2,in_house_ip_legal,materials,office_actions,"How can an evidence table assess whether an obviousness rejection in a materials patent office action supports argument, amendment, or additional evidence?","From a patent risk review perspective across the materials industry, analyze obviousness rejections by comparing asserted reference combinations, claim limitations, stated motivations, and application support, delivering an evidence table for deciding among argument, amendment, and additional evidence.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""obviousness rejection"",""reference combinations"",""claim limitations"",""motivation to combine"",""additional evidence""]",This question focuses on the evidentiary structure of obviousness analysis and supports a response-path decision while remaining applicable to materials patent prosecution generally.,broad_scope,"[""No particular reference combination, examiner rationale, or response deadline is assumed."",""Any assessment of legal sufficiency should be presented as a review issue rather than a definitive legal conclusion.""]",,,,not_started,,,26086e2f-bcc1-4b6f-a54c-651ec29080ff,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
503,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,3,in_house_ip_legal,materials,office_actions,What evidence should be mapped when a materials patent office action raises written-description support issues?,"From a patent risk review perspective across the materials industry, analyze written-description objections by linking challenged claim language to specification passages, drawings, examples, and filing-stage disclosures, producing an evidence table to support decisions on argument, amendment, or claim retention.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""written description"",""specification support"",""claim language"",""filing disclosure"",""claim retention""]",This question examines support for claim language in response to an office action and calls for an evidence table that informs prosecution choices without assuming a specific material disclosure.,broad_scope,"[""The application record and office action are not provided, so source-location fields should be defined as a reusable template."",""The review should not infer undisclosed embodiments, examples, or original filing content.""]",,,,not_started,,,fd46b958-ccc2-48c8-a16b-23f5edee12a0,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
504,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,4,in_house_ip_legal,materials,office_actions,How should enablement objections in materials patent office actions be organized into an evidence table for response planning?,"From a patent risk review perspective across the materials industry, analyze enablement objections by mapping the asserted claim breadth, required technical teaching, disclosed guidance, examples, and identified evidentiary gaps, delivering an evidence table that supports response-planning decisions.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""enablement objections"",""claim breadth"",""technical teaching"",""disclosed guidance"",""evidentiary gaps""]",This question isolates enablement as a distinct office-action issue and frames the deliverable as an evidence table for deciding how to respond across the broad materials industry.,broad_scope,"[""No particular claim breadth, technical example, or examiner finding is assumed."",""The evidence table should identify missing support without inventing experimental results or technical teachings.""]",,,,not_started,,,265d530d-5d23-4caf-90f4-83de01220d63,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
505,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,5,in_house_ip_legal,materials,office_actions,How can clarity and definiteness objections in materials patent office actions be evaluated without creating unintended claim-scope risk?,"From a patent risk review perspective across the materials industry, analyze clarity and definiteness objections by mapping disputed terms to claims, specification definitions, usage examples, and proposed clarifications, producing an evidence table to support a response decision while flagging potential claim-scope effects.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""claim clarity"",""definiteness objections"",""disputed terms"",""specification definitions"",""claim-scope risk""]",This question combines office-action analysis of disputed terminology with patent risk review of possible scope consequences and requires an evidence table for the subsequent response choice.,broad_scope,"[""No disputed term, proposed amendment, or jurisdiction-specific definiteness standard is presupposed."",""Potential scope effects should be identified as review considerations rather than final legal determinations.""]",,,,not_started,,,a39ad231-9084-4599-a445-dfaeadf5799d,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
506,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,6,in_house_ip_legal,materials,office_actions,What evidence table can test an examiner’s claim interpretation in a materials patent office action before a response strategy is selected?,"From a patent risk review perspective across the materials industry, analyze an examiner’s claim interpretation by comparing contested constructions with claim context, specification language, prosecution record, and cited disclosures, delivering an evidence table to support the choice of argument, clarification, or amendment.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""claim interpretation"",""claim context"",""prosecution record"",""contested construction"",""response strategy""]",This question focuses on claim interpretation as the evidence issue driving an office-action response and preserves an industry-wide materials scope without assuming a specific construction.,broad_scope,"[""No examiner interpretation, prosecution statement, or governing claim-construction standard is supplied."",""The framework should separate record evidence from legal judgments requiring qualified review.""]",,,,not_started,,,84cc4995-81c7-46fe-8985-d49ba00334ec,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
507,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,7,in_house_ip_legal,materials,office_actions,"How should proposed claim amendments in materials patent office actions be compared for support, rejection coverage, and future scope risk?","From a patent risk review perspective across the materials industry, analyze proposed claim amendments by mapping each change to original disclosure, targeted office-action issues, cited references, and potential scope consequences, producing an evidence table to support amendment selection.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""claim amendments"",""original disclosure"",""rejection coverage"",""scope consequences"",""amendment selection""]","This question addresses the distinct decision of selecting among amendment paths by organizing support, rejection coverage, and scope-risk evidence in the required deliverable.",broad_scope,"[""No amendment text, acceptance threshold, or desired commercial scope is assumed."",""Potential prosecution-history and scope consequences should be flagged for legal review rather than treated as settled outcomes.""]",,,,not_started,,,5b0defc1-14c1-4f15-a5ca-36dbbc7a497e,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
508,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,8,in_house_ip_legal,materials,office_actions,How can the bibliographic and legal-status evidence for cited references be organized to support a materials patent office-action response?,"From a patent risk review perspective across the materials industry, analyze cited references by mapping publication data, priority information, relevant disclosure locations, asserted availability dates, and status-source records, delivering an evidence table to support decisions about challenging or addressing each citation.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""cited references"",""publication data"",""priority information"",""availability date"",""legal-status evidence""]",This question introduces a bibliographic and legal-status evidence angle that is materially different from claim-feature analysis while still supporting an office-action response decision.,broad_scope,"[""No specific patent, publication, priority claim, or legal-status conclusion is assumed."",""Status and date information should be attributed to identified records and flagged for verification where necessary.""]",,,,not_started,,,3f080364-9896-460d-a47b-72e8c8e58ba8,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
509,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,9,in_house_ip_legal,materials,office_actions,"What evidence table can reveal gaps and inconsistencies across independent claims, dependent claims, and office-action objections in materials patents?","From a patent risk review perspective across the materials industry, analyze the coverage of office-action objections by mapping each independent and dependent claim to asserted grounds, cited passages, application support, and unresolved issues, producing an evidence table to support coordinated response decisions.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""claim dependencies"",""objection coverage"",""independent claims"",""dependent claims"",""unresolved issues""]","This question focuses on cross-claim consistency and completeness, creating a distinct office-action review task that supports coordinated prosecution decisions through an evidence table.",broad_scope,"[""No claim set, dependency structure, or objection coverage is supplied."",""The evidence table should expose gaps and inconsistencies without presuming that any objection applies to an unlisted claim.""]",,,,not_started,,,6baa66b9-bc41-4972-be7f-9c0a926f4053,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
510,in_house_ip_legal__materials__office_actions,in_house_ip_legal__materials__office_actions__f4e44dbca4f2,10,in_house_ip_legal,materials,office_actions,"How should declarations, comparative data, and other supplemental evidence be assessed for use in materials patent office-action responses?","From a patent risk review perspective across the materials industry, analyze potential supplemental evidence by mapping each office-action issue to the proposed evidence type, supported proposition, source, record location, and admissibility or timing concern, delivering an evidence table to support the decision whether further evidence is needed.",patent_prosecution,support_decision,industry,patent_risk_review,,office_action_analysis,evidence_table,[],"[""supplemental evidence"",""declarations"",""comparative data"",""supported proposition"",""evidence timing""]",This question examines whether additional prosecution evidence may be warranted and requests a structured mapping that supports the decision without assuming that declarations or test data exist.,broad_scope,"[""No declaration, experiment cohort, comparative result, or supplemental submission is presumed to exist."",""Admissibility, timing, and procedural considerations should be treated as jurisdiction-dependent review points.""]",,,,not_started,,,39cc5a0a-2750-4a27-b0e9-37a0dde4e786,3935e3d7-4f48-4365-a6b7-43b405554879,2.2.0,2026-09-12T01:10:34.964988+00:00
511,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,1,in_house_ip_legal,materials,other,Which research tasks and deliverables would best reveal the major technology shifts across the materials industry?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, compare research tasks, required inputs, and analytical approaches for scanning major technology shifts and produce a task menu of corresponding deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""technology shifts"",""research directions"",""trend scanning"",""materials industry"",""task options""]","The question explores alternative tasks and deliverables for scanning broad technology trends across the materials industry without assuming a specific material, product, or project.",broad_scope,[],,,,not_started,,,bd591b93-a7ac-4103-9832-422fcce44833,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
512,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,2,in_house_ip_legal,materials,other,Which research approaches and outputs would best track emerging technology fields across the materials industry?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, distinguish research approaches, prerequisite evidence, and output formats for tracking emerging technology fields and produce a task menu of suitable deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""emerging technologies"",""technology fields"",""early signals"",""trend tracking"",""task menu""]",The question focuses on clarifying possible research tasks for identifying emerging fields and their evolution throughout the broad materials technology landscape.,broad_scope,[],,,,not_started,,,c81324e0-12e6-44be-86da-62ea0959bb19,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
513,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,3,in_house_ip_legal,materials,other,Which research tasks could assess the maturity and likely next developments of major materials technology areas?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, compare tasks, source requirements, and assessment methods for examining technology maturity and likely next developments and produce a task menu of potential deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""technology maturity"",""next developments"",""maturity assessment"",""industry landscape"",""research tasks""]",The question remains at industry level while exploring task options for scanning maturity patterns and forward technology directions rather than prescribing a specific analysis.,broad_scope,[],,,,not_started,,,9ed4517e-6733-4be3-b4fe-6c1ad310d9ae,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
514,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,4,in_house_ip_legal,materials,other,Which research tasks and outputs would best map convergence among technology fields in the materials industry?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, distinguish tasks, evidence needs, and mapping methods for scanning convergence among technology fields and produce a task menu of corresponding deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""technology convergence"",""cross-field innovation"",""landscape mapping"",""research evidence"",""deliverable options""]",The question creates a distinct landscape inquiry around cross-field convergence while preserving the fixed trend-scanning intent and broad materials-industry scope.,broad_scope,[],,,,not_started,,,5d1acedf-8d7f-46a8-9d00-6aec802f8826,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
515,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,5,in_house_ip_legal,materials,other,Which research options would show how innovation activity is shifting across the materials industry value chain?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, compare research options, necessary inputs, and analytical outputs for scanning shifts in innovation activity across value-chain stages and produce a task menu of deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""value chain"",""innovation activity"",""technology shifts"",""industry research"",""output selection""]",The question differentiates research tasks by value-chain evidence while continuing to address industry-wide technology changes rather than a particular product or process.,broad_scope,[],,,,not_started,,,5779b8a3-d264-4494-8d46-8b6153b13212,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
516,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,6,in_house_ip_legal,materials,other,Which research tasks would best examine how sustainability and circularity are reshaping the materials technology landscape?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, distinguish tasks, prerequisite sources, and analysis formats for scanning sustainability- and circularity-related technology trends and produce a task menu of possible deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""sustainability"",""circularity"",""technology priorities"",""landscape trends"",""task clarification""]",The question uses sustainability and circularity as an industry-wide trend angle while asking which tasks and deliverables should be selected for the scan.,broad_scope,[],,,,not_started,,,10b89cba-527a-4ca9-81e8-5778ac8c9af1,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
517,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,7,in_house_ip_legal,materials,other,Which research tasks and deliverables could track the growing influence of digital methods across materials technologies?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, compare research tasks, evidence requirements, and reporting formats for scanning the influence of digital methods on technology directions and produce a task menu of deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""digital methods"",""computational research"",""automation"",""technology directions"",""evidence requirements""]","The question addresses digitalization as a cross-industry technology trend and explores alternative research tasks without selecting a specific tool, material, or application.",broad_scope,[],,,,not_started,,,f9e5b5a3-4b7c-4b0f-94b5-c43b816b209c,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
518,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,8,in_house_ip_legal,materials,other,Which research approaches would best identify changing scale-up and manufacturing-readiness priorities across materials technologies?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, distinguish research approaches, required evidence, and output types for scanning changes in scale-up and manufacturing-readiness priorities and produce a task menu of deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""scale-up"",""manufacturing readiness"",""commercialization trends"",""technology maturity"",""research approaches""]",The question offers a distinct transition-to-manufacturing evidence angle while retaining an industry-wide landscape scan and task-clarification purpose.,broad_scope,[],,,,not_started,,,02dd47ab-e728-4836-bc19-e2fb0d21d8dc,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
519,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,9,in_house_ip_legal,materials,other,Which research tasks could reveal how changing application needs are redirecting materials technology development?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, compare tasks, source prerequisites, and synthesis formats for scanning how broad application needs redirect technology development and produce a task menu of potential deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""application needs"",""technology development"",""demand signals"",""research synthesis"",""industry trends""]","The question examines demand-driven changes across the full materials landscape while avoiding assumptions about any particular application, product, or acceptance threshold.",broad_scope,[],,,,not_started,,,f39ef391-e520-4fc2-841a-bb2ca77fe8a8,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
520,in_house_ip_legal__materials__other,in_house_ip_legal__materials__other__e8fba23de03b,10,in_house_ip_legal,materials,other,Which evidence-based research tasks and outputs would best monitor changes in the materials industry technology landscape?,"From a task-exploration perspective for in-house IP and legal work across the materials industry, distinguish research tasks, evidence categories, monitoring approaches, and reporting options for scanning landscape changes and produce a task menu of corresponding deliverables.",industry_landscape,scan_trends,industry,task_exploration,,task_clarification,task_menu,[],"[""evidence signals"",""technology monitoring"",""landscape change"",""reporting options"",""research scope""]","The question differentiates possible work by evidence and monitoring method while maintaining the fixed task-exploration perspective, trend intent, and industry scope.",broad_scope,[],,,,not_started,,,beaaf38a-98e2-4be1-8222-0085501fa5aa,9c23338c-c55c-4047-8b1d-01d6011621e1,2.2.0,2026-09-12T01:13:15.712574+00:00
521,in_house_ip_legal__materials__patent_landscapes,in_house_ip_legal__materials__patent_landscapes__69234a6c7b97,1,in_house_ip_legal,materials,patent_landscapes,How are patent filing trends reshaping the major technology clusters across the materials industry?,"From an IP portfolio management perspective, analyze changes in patent filing activity across the materials industry, organize major technology clusters and their trajectories, and deliver a landscape map of evolving coverage and positioning.",patent_landscape,scan_trends,industry,ip_portfolio_management,,patent_landscape_analysis,landscape_map,[],"[""patent filing trends"",""technology clusters"",""materials patents"",""portfolio positioning"",""filing activity""]",The question scans changes in patent activity and technology-cluster positioning across the full materials industry to support portfolio-level understanding through a landscape map.,broad_scope,"[""The analysis period will be selected according to patent-data availability and the need to distinguish sustained trends from short-term fluctuations.""]",,,,not_started,,,4e3801ea-0888-4eaf-8bb3-fb8e077a87f3,636c4786-dc52-42bf-9b42-215e425a6c4d,2.2.0,2026-09-12T01:05:21.234318+00:00
522,in_house_ip_legal__materials__patent_landscapes,in_house_ip_legal__materials__patent_landscapes__69234a6c7b97,2,in_house_ip_legal,materials,patent_landscapes,"Which patent clusters across the materials industry are emerging, maturing, or declining?","From an IP portfolio management perspective, assess patent activity across the materials industry to classify technology clusters by changing maturity and momentum and produce a landscape map showing their relative development paths.",patent_landscape,scan_trends,industry,ip_portfolio_management,,patent_landscape_analysis,landscape_map,[],"[""cluster maturity"",""emerging technologies"",""patent momentum"",""technology lifecycle"",""materials landscape""]","The question distinguishes emerging, mature, and declining patent clusters while retaining industry-wide scope and a trend-scanning patent-landscape purpose.",broad_scope,"[""Cluster maturity will be inferred from transparent patent indicators rather than treated as a definitive measure of commercial maturity.""]",,,,not_started,,,8380b529-2058-472c-ae90-c5bca4a5eaa8,636c4786-dc52-42bf-9b42-215e425a6c4d,2.2.0,2026-09-12T01:05:21.234318+00:00
523,in_house_ip_legal__materials__patent_landscapes,in_house_ip_legal__materials__patent_landscapes__69234a6c7b97,3,in_house_ip_legal,materials,patent_landscapes,How is the patent positioning of major rights holders changing across the materials industry?,"From an IP portfolio management perspective, examine changes in the patent positioning of major rights holders throughout the materials industry and deliver a landscape map comparing their technology coverage and movement over time.",patent_landscape,scan_trends,industry,ip_portfolio_management,,patent_landscape_analysis,landscape_map,[],"[""rights holders"",""assignee positioning"",""portfolio coverage"",""competitive landscape"",""patent ownership""]",The question focuses on organization-level changes in patent coverage and positioning across the entire materials industry without making product-specific infringement judgments.,broad_scope,"[""Major rights holders will be identified using consistent family-level patent metrics and normalized assignee names.""]",,,,not_started,,,65426607-cb2b-4216-ae5a-1ba304155a46,636c4786-dc52-42bf-9b42-215e425a6c4d,2.2.0,2026-09-12T01:05:21.234318+00:00
524,in_house_ip_legal__materials__patent_landscapes,in_house_ip_legal__materials__patent_landscapes__69234a6c7b97,4,in_house_ip_legal,materials,patent_landscapes,Where are geographic patterns in materials patent activity shifting over time?,"From an IP portfolio management perspective, analyze geographic changes in patent activity across the materials industry, compare the distribution of technology clusters and rights holders, and produce a landscape map of shifting filing patterns.",patent_landscape,scan_trends,industry,ip_portfolio_management,,patent_landscape_analysis,landscape_map,[],"[""geographic filing trends"",""patent jurisdictions"",""regional activity"",""technology clusters"",""materials innovation""]","The question scans geographic movement in patent activity while maintaining global, industry-wide materials coverage and requesting a landscape map.",broad_scope,"[""Geographic comparisons will distinguish inventor location, applicant location, and filing jurisdiction where the available records permit."",""No particular country or region is presumed to be the center of activity.""]",,,,not_started,,,f13ca845-9b85-4406-966d-aa7c4f10d51b,636c4786-dc52-42bf-9b42-215e425a6c4d,2.2.0,2026-09-12T01:05:21.234318+00:00
525,in_house_ip_legal__materials__patent_landscapes,in_house_ip_legal__materials__patent_landscapes__69234a6c7b97,5,in_house_ip_legal,materials,patent_landscapes,How is technological convergence changing the patent landscape across the materials industry?,"From an IP portfolio management perspective, investigate changing overlaps among technology fields across the materials industry, identify converging patent clusters and participating rights holders, and deliver a landscape map of cross-field relationships.",patent_landscape,scan_trends,industry,ip_portfolio_management,,patent_landscape_analysis,landscape_map,[],"[""technological convergence"",""cross-field patents"",""cluster overlap"",""materials technologies"",""portfolio relationships""]","The question examines an industry-wide trend in relationships among patent clusters, preserving the patent-landscape theme and portfolio-management perspective.",broad_scope,"[""Convergence will be evaluated through patent classification, citation, textual, and family relationships where suitable data are available.""]",,,,not_started,,,467dc8eb-994d-4657-b3e8-03e56babeb08,636c4786-dc52-42bf-9b42-215e425a6c4d,2.2.0,2026-09-12T01:05:21.234318+00:00
526,in_house_ip_legal__materials__patent_landscapes,in_house_ip_legal__materials__patent_landscapes__69234a6c7b97,6,in_house_ip_legal,materials,patent_landscapes,How are sustainability and circularity themes influencing patent activity across the materials industry?,"From an IP portfolio management perspective, examine patent trends related to sustainability and circularity throughout the materials industry, organize the associated technology clusters and rights holders, and produce a landscape map of changing activity.",patent_landscape,scan_trends,industry,ip_portfolio_management,,patent_landscape_analysis,landscape_map,[],"[""sustainability patents"",""circularity"",""resource efficiency"",""patent trends"",""materials industry""]",The question uses sustainability and circularity as an industry-wide evidence angle for scanning patent trends rather than limiting the analysis to a particular material or product.,broad_scope,"[""Sustainability and circularity concepts will be defined through a documented search taxonomy rather than assumed from marketing terminology.""]",,,,not_started,,,b16296cc-df6a-45a9-b72a-2cac7a299520,636c4786-dc52-42bf-9b42-215e425a6c4d,2.2.0,2026-09-12T01:05:21.234318+00:00
527,in_house_ip_legal__materials__patent_landscapes,in_house_ip_legal__materials__patent_landscapes__69234a6c7b97,7,in_house_ip_legal,materials,patent_landscapes,How is patent activity shifting among value-chain stages across the materials industry?,"From an IP portfolio management perspective, compare changes in patent activity across value-chain stages throughout the materials industry, map relevant technology clusters and rights holders, and deliver a landscape map of shifting emphasis.",patent_landscape,scan_trends,industry,ip_portfolio_management,,patent_landscape_analysis,landscape_map,[],"[""value chain"",""patent activity"",""technology stages"",""rights holders"",""portfolio emphasis""]",The question creates a distinct trend analysis based on value-chain position while covering the materials industry broadly and producing a patent landscape map.,broad_scope,"[""Value-chain stages will be defined broadly enough to apply consistently across different materials fields."",""The analysis will not presume a specific production process or manufacturing parameter window.""]",,,,not_started,,,a78471fd-4cb4-4b62-85ca-07d08ccb0cde,636c4786-dc52-42bf-9b42-215e425a6c4d,2.2.0,2026-09-12T01:05:21.234318+00:00
528,in_house_ip_legal__materials__patent_landscapes,in_house_ip_legal__materials__patent_landscapes__69234a6c7b97,8,in_house_ip_legal,materials,patent_landscapes,How are collaboration and co-ownership patterns evolving in the materials patent landscape?,"From an IP portfolio management perspective, analyze changes in joint applicants, co-ownership, and inventor or assignee networks across the materials industry and produce a landscape map of evolving organizational relationships and technology coverage.",patent_landscape,scan_trends,industry,ip_portfolio_management,,patent_landscape_analysis,landscape_map,[],"[""patent collaboration"",""co-ownership"",""assignee networks"",""joint applicants"",""organizational relationships""]","The question scans changes in collaboration structures and their relationship to patent coverage across the full materials industry, which is distinct from ranking individual rights holders.",broad_scope,"[""Organizational relationships will be derived only from available patent records and will not be treated as proof of undisclosed commercial partnerships.""]",,,,not_started,,,6819bf93-94a3-4b86-9b84-01f577dd716c,636c4786-dc52-42bf-9b42-215e425a6c4d,2.2.0,2026-09-12T01:05:21.234318+00:00
