case_index,title,industry,status,selected_at,used_at,last_run_at,session_url,share_url,error
72,"Nittetsu Mining Co., Ltd.",construction,used,2026-09-08T09:33:56.508465+00:00,2026-09-08T11:59:16.359210+00:00,2026-09-08T11:59:16.359210+00:00,https://eureka.patsnap.com/ai-search/sess_6dd6ad19cf294b45?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9c11c5faa8d6aed70ab6826f73c79f0a&from=invite-eureakplg-result&content=,
73,"Chuo Spring Co., Ltd.",automotive,used,2026-09-08T09:33:56.508344+00:00,2026-09-08T10:51:55.139017+00:00,2026-09-08T10:51:55.139017+00:00,https://eureka.patsnap.com/ai-search/sess_b61667c4517d4535?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=31481d3a1f3d2138286a414fc82eb448&from=invite-eureakplg-result&content=,
74,Pilz GmbH & Co. KG,other,used,2026-09-08T09:33:56.508674+00:00,2026-09-08T12:06:53.024653+00:00,2026-09-08T12:06:53.024653+00:00,https://eureka.patsnap.com/ai-search/sess_a6cc7cc1a05d42a9?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=6d440b68421586446712c172185dc326&from=invite-eureakplg-result&content=,
75,"Schneider Electric USA, Inc.",construction,used,2026-09-08T09:33:56.508467+00:00,2026-09-08T11:59:17.878401+00:00,2026-09-08T11:59:17.878401+00:00,https://eureka.patsnap.com/ai-search/sess_6cb48444a16f4516?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e22e8ec38848d3ef16ba8b7ec7167e96&from=invite-eureakplg-result&content=,
76,"KOHJIN Co., Ltd.",food_farming_production,used,2026-09-08T09:33:56.508594+00:00,2026-09-08T11:10:35.602168+00:00,2026-09-08T11:10:35.602168+00:00,https://eureka.patsnap.com/ai-search/sess_8c464926bf0d427c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e880ecb4bbf57d32587824c73d0f9100&from=invite-eureakplg-result&content=,
77,Nippon Sanso KK,materials,used,2026-09-08T09:33:56.508615+00:00,2026-09-08T12:05:07.311449+00:00,2026-09-08T12:05:07.311449+00:00,https://eureka.patsnap.com/ai-search/sess_fec98881d947400d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ce90d4592aff4e9ff458cb2d368ef088&from=invite-eureakplg-result&content=,
78,Mitsubishi Engineering-Plastics Corp.,engineering,used,2026-09-08T12:18:28.154729+00:00,2026-09-08T12:18:33.475288+00:00,2026-09-08T12:18:33.475288+00:00,https://eureka.patsnap.com/ai-search/sess_c69553a23183483c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ef9746e98c4cd52099750f7fc62f26f5&from=invite-eureakplg-result&content=,
79,"Alexion Pharmaceuticals, Inc.",biotech,used,2026-09-08T09:33:56.508403+00:00,2026-09-08T10:53:05.248245+00:00,2026-09-08T10:53:05.248245+00:00,https://eureka.patsnap.com/ai-search/sess_bab3629c23104116?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=6e1b3398ab869c695a889e75cb74f240&from=invite-eureakplg-result&content=,
80,Foxboro,engineering,used,2026-09-08T12:18:33.481870+00:00,2026-09-08T12:18:36.508435+00:00,2026-09-08T12:18:36.508435+00:00,https://eureka.patsnap.com/ai-search/sess_7db08e7d49b442b7?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=a9ffc24ed3125fc46a84477eae7dc373&from=invite-eureakplg-result&content=,
81,"Sakai Chemical Industry Co., Ltd.",chemical,used,2026-09-08T09:33:56.508426+00:00,2026-09-08T10:53:43.425979+00:00,2026-09-08T10:53:43.425979+00:00,https://eureka.patsnap.com/ai-search/sess_3cd935e26619455c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c6cfe1bd4d24626ec1aab156f4d3bb98&from=invite-eureakplg-result&content=,
82,"Air Products & Chemicals, Inc.",engineering,used,2026-09-08T12:18:36.515437+00:00,2026-09-08T12:18:41.226588+00:00,2026-09-08T12:18:41.226588+00:00,https://eureka.patsnap.com/ai-search/sess_0e82186a559f4715?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=671d16c823b7c80f115b577927b5d37b&from=invite-eureakplg-result&content=,
83,"Zhejiang Hd4u Smart Home Co., Ltd.",other,used,2026-09-08T09:33:56.508675+00:00,2026-09-08T12:06:56.800156+00:00,2026-09-08T12:06:56.800156+00:00,https://eureka.patsnap.com/ai-search/sess_6e1ba13b63574ccb?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=67c724a3b084d110a39da3b1dd4b2bbe&from=invite-eureakplg-result&content=,
84,Heidelberger Druckmaschinen AG,engineering,used,2026-09-08T12:18:41.231551+00:00,2026-09-08T12:18:44.049615+00:00,2026-09-08T12:18:44.049615+00:00,https://eureka.patsnap.com/ai-search/sess_821b889614e44037?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9a78eb3c1040b35e5d225fdd664a348e&from=invite-eureakplg-result&content=,
85,Nihon Kohden Corp.,medical_devices,used,2026-09-08T09:33:56.508645+00:00,2026-09-08T12:00:16.751822+00:00,2026-09-08T12:00:16.751822+00:00,https://eureka.patsnap.com/ai-search/sess_8676f5a624184fb5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=67346b66195318541c753586ca3dcabd&from=invite-eureakplg-result&content=,
86,"Alpine Electronics, Inc.",automotive,used,2026-09-08T09:33:56.508347+00:00,2026-09-08T10:51:56.850293+00:00,2026-09-08T10:51:56.850293+00:00,https://eureka.patsnap.com/ai-search/sess_ad4f368a10fe407e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=a2b22767e6744cf53f8907866207fd7a&from=invite-eureakplg-result&content=,
87,"China Tobacco Jiangsu Industrial Co., Ltd.",engineering,used,2026-09-08T12:18:44.057240+00:00,2026-09-08T12:18:46.595147+00:00,2026-09-08T12:18:46.595147+00:00,https://eureka.patsnap.com/ai-search/sess_ecbd4c15c4a54ca2?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c8f53874f561fba316e6399c0e5010cb&from=invite-eureakplg-result&content=,
88,"Shougang Group Co., Ltd.",materials,used,2026-09-08T09:33:56.508617+00:00,2026-09-08T12:05:09.593186+00:00,2026-09-08T12:05:09.593186+00:00,https://eureka.patsnap.com/ai-search/sess_481b4f1ddf664ec2?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=763f27aa837ae8c4e849262d122c70df&from=invite-eureakplg-result&content=,
89,Wuhan University,other,used,2026-09-08T09:33:56.508677+00:00,2026-09-08T12:06:58.968803+00:00,2026-09-08T12:06:58.968803+00:00,https://eureka.patsnap.com/ai-search/sess_133db8bc71484f95?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=79fe0a93c39b87a49440df1f5461e413&from=invite-eureakplg-result&content=,
90,MiTAC International Corp.,electronics_manufacturing,used,2026-09-08T09:33:56.508486+00:00,2026-09-08T11:59:30.600604+00:00,2026-09-08T11:59:30.600604+00:00,https://eureka.patsnap.com/ai-search/sess_a5e4e1d4fdf54573?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c1990fc3e6460acdcc41842713322f90&from=invite-eureakplg-result&content=,
91,Search results for “Materials science” companies,materials,used,2026-09-08T09:33:56.508618+00:00,2026-09-08T12:05:11.649373+00:00,2026-09-08T12:05:11.649373+00:00,https://eureka.patsnap.com/ai-search/sess_8c8c4561d4db4032?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9f1e27fcaaad3d15d348d149e5b7aefa&from=invite-eureakplg-result&content=,
92,"Zoosk, Inc.",engineering,used,2026-09-08T12:18:46.602593+00:00,2026-09-08T12:18:48.265837+00:00,2026-09-08T12:18:48.265837+00:00,https://eureka.patsnap.com/ai-search/sess_0baf624c4a81401b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=bd5a6d2727edb8a05cf1e64f8b49dd46&from=invite-eureakplg-result&content=,
93,Infosys Ltd.,construction,used,2026-09-08T09:33:56.508468+00:00,2026-09-08T11:59:19.407038+00:00,2026-09-08T11:59:19.407038+00:00,https://eureka.patsnap.com/ai-search/sess_764d2835491e4eff?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e059890f11127f8d43d3c79cf9624ba5&from=invite-eureakplg-result&content=,
94,Subaru Corp.,engineering,used,2026-09-08T12:18:48.273781+00:00,2026-09-08T12:18:49.880031+00:00,2026-09-08T12:18:49.880031+00:00,https://eureka.patsnap.com/ai-search/sess_f8a169aa05b24251?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=5124bc046640971d778c391816195c3c&from=invite-eureakplg-result&content=,
95,Swiss Federal Institute of Technology Zurich,other,used,2026-09-08T09:33:56.508678+00:00,2026-09-08T12:07:02.049930+00:00,2026-09-08T12:07:02.049930+00:00,https://eureka.patsnap.com/ai-search/sess_a6c3a2993191451b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=689e5d6605eb27933f19f0ae2fba77ab&from=invite-eureakplg-result&content=,
96,Nagoya University,other,used,2026-09-08T09:33:56.508679+00:00,2026-09-08T12:09:21.852015+00:00,2026-09-08T12:09:21.852015+00:00,https://eureka.patsnap.com/ai-search/sess_78d1b2922fe04336?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=91e928235b84f0a83a5f4a1c706995c7&from=invite-eureakplg-result&content=,
97,"Ocean's King Lighting Science & Technology Co., Ltd.",engineering,used,2026-09-08T12:18:49.886159+00:00,2026-09-08T12:18:52.147479+00:00,2026-09-08T12:18:52.147479+00:00,https://eureka.patsnap.com/ai-search/sess_daaac1b34b5d4a4d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0c138eacb431fcbc94f7df36765727b3&from=invite-eureakplg-result&content=,
98,Changsha Zoomlion Environmental & Sanitation Machinery Co. Ltd,engineering,used,2026-09-08T12:18:52.154542+00:00,2026-09-08T12:18:54.305361+00:00,2026-09-08T12:18:54.305361+00:00,https://eureka.patsnap.com/ai-search/sess_576b2503a6114156?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e798c96416b231bace8af7394d810dbe&from=invite-eureakplg-result&content=,
99,Hewlett-Packard Development Co. LP,electronics_manufacturing,used,2026-09-08T09:33:56.508487+00:00,2026-09-08T12:04:14.309345+00:00,2026-09-08T12:04:14.309345+00:00,https://eureka.patsnap.com/ai-search/sess_c7e64bed6f6a4ccb?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ebdfd36b6008af9c5f0eff6c57891565&from=invite-eureakplg-result&content=,
100,How to Characterize Limit of Detection (LOD) and Dynamic Range for Resonant Biosensors,medical_devices,used,2026-09-08T09:33:56.508647+00:00,2026-09-08T12:00:18.832409+00:00,2026-09-08T12:00:18.832409+00:00,https://eureka.patsnap.com/ai-search/sess_3f8ac163a9ae4c90?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=416eebe35b5bf35bb80fcedfec96c595&from=invite-eureakplg-result&content=,
101,Lithium orotate's potential in addiction therapy frameworks,biotech,used,2026-09-08T09:33:56.508405+00:00,2026-09-08T10:53:07.609041+00:00,2026-09-08T10:53:07.609041+00:00,https://eureka.patsnap.com/ai-search/sess_51ce5e709bbf4416?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4da6eae2dbf7a20346ba647080df4898&from=invite-eureakplg-result&content=,
102,how does the schumann resonance affect humans,other,used,2026-09-08T09:33:56.508680+00:00,2026-09-08T12:09:24.788281+00:00,2026-09-08T12:09:24.788281+00:00,https://eureka.patsnap.com/ai-search/sess_ac262b3267c34a4c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d59c194bd8816535c98863dfb8003d2f&from=invite-eureakplg-result&content=,
103,Photonic Integrated Circuits and their Impact on Sensor Technology,electronics_manufacturing,used,2026-09-08T09:33:56.508489+00:00,2026-09-08T12:04:16.162860+00:00,2026-09-08T12:04:16.162860+00:00,https://eureka.patsnap.com/ai-search/sess_7866316f980f41ac?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d0c671cdfc15aa25eeed89f36561d8a8&from=invite-eureakplg-result&content=,
104,Hirudoid’s Potential in Treating Hemorrhoids,medical_devices,used,2026-09-08T09:33:56.508648+00:00,2026-09-08T12:00:20.389919+00:00,2026-09-08T12:00:20.389919+00:00,https://eureka.patsnap.com/ai-search/sess_e3b59b13086d4527?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4565786531f5cf2e23a04f251ef5555a&from=invite-eureakplg-result&content=,
105,"ROS 2 Networking: CycloneDDS Vs Fast DDS—Throughput, Latency And CPU",other,used,2026-09-08T09:33:56.508681+00:00,2026-09-08T12:09:30.540677+00:00,2026-09-08T12:09:30.540677+00:00,https://eureka.patsnap.com/ai-search/sess_bd342b183ee843e2?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8b676bacdf6df39a6ac1834b42fd097b&from=invite-eureakplg-result&content=,
106,Optimizing WOLED Light Extraction for Enhanced Display,electronics_manufacturing,used,2026-09-08T09:33:56.508490+00:00,2026-09-08T12:04:17.976026+00:00,2026-09-08T12:04:17.976026+00:00,https://eureka.patsnap.com/ai-search/sess_19c7c3187e6a4c47?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fe62a4c53ee2a61d59ec08cdbdeaa77c&from=invite-eureakplg-result&content=,
107,How to Choose the Right Frequency in PEMF Therapy Applications?,medical_devices,used,2026-09-08T09:33:56.508649+00:00,2026-09-08T12:00:22.796072+00:00,2026-09-08T12:00:22.796072+00:00,https://eureka.patsnap.com/ai-search/sess_7b9f1d38e78c4575?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4533a3550b28f1c1592310fffe083383&from=invite-eureakplg-result&content=,
108,"Alkaline Water Electrolyzer Stack Design: Compression, Seals And Pressure Balance",energy,used,2026-09-08T09:33:56.508516+00:00,2026-09-08T11:10:31.098917+00:00,2026-09-08T11:10:31.098917+00:00,https://eureka.patsnap.com/ai-search/sess_20f7bcf40e7d4447?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f1be579b5dbdd80605dc16c1f709db55&from=invite-eureakplg-result&content=,
109,Comparative study on lithium orotate and lithium aspartate in mood regulation,biotech,used,2026-09-08T09:33:56.508406+00:00,2026-09-08T10:53:09.344058+00:00,2026-09-08T10:53:09.344058+00:00,https://eureka.patsnap.com/ai-search/sess_ea7828ff925b43de?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fadd80986719f103897764a66cb84e45&from=invite-eureakplg-result&content=,
110,Comparison of Sodium Percarbonate and Borax as Cleaning Agents,chemical,used,2026-09-08T09:33:56.508428+00:00,2026-09-08T10:53:45.833337+00:00,2026-09-08T10:53:45.833337+00:00,https://eureka.patsnap.com/ai-search/sess_5545097ab22844df?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3fe80d023ac8a8889cc37ca80b35054a&from=invite-eureakplg-result&content=,
111,How to Troubleshoot 5.4 Triton Engine Misfire Problems?,automotive,used,2026-09-08T09:33:56.508349+00:00,2026-09-08T10:51:59.025641+00:00,2026-09-08T10:51:59.025641+00:00,https://eureka.patsnap.com/ai-search/sess_a72e1e294dd24ae4?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=74f8f5b89c295a425920c0bfe318a0a8&from=invite-eureakplg-result&content=,
112,How Muriatic Acid Reacts with Different Types of Metals,chemical,used,2026-09-08T09:33:56.508429+00:00,2026-09-08T10:53:48.866457+00:00,2026-09-08T10:53:48.866457+00:00,https://eureka.patsnap.com/ai-search/sess_94380d654f0f44b5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4f8c92f18638961ec2707b0298fc8b90&from=invite-eureakplg-result&content=,
113,Comparing Different Frequency Waves in PEMF Therapy Applications,medical_devices,used,2026-09-08T09:33:56.508650+00:00,2026-09-08T12:05:15.570359+00:00,2026-09-08T12:05:15.570359+00:00,https://eureka.patsnap.com/ai-search/sess_b1a347d3d4174971?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f5abc7dcb3a197bb90fee941cd877940&from=invite-eureakplg-result&content=,
114,Lithium orotate's potential in managing obsessive-compulsive behavior,biotech,used,2026-09-08T09:33:56.508408+00:00,2026-09-08T10:53:12.179279+00:00,2026-09-08T10:53:12.179279+00:00,https://eureka.patsnap.com/ai-search/sess_ab8b80c6d7f547f1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=81bdd22092919de3d393290133da996f&from=invite-eureakplg-result&content=,
115,Role of Glycerol in Enhancing Bioplastic Compostability,biotech,used,2026-09-08T09:33:56.508409+00:00,2026-09-08T10:53:15.585179+00:00,2026-09-08T10:53:15.585179+00:00,https://eureka.patsnap.com/ai-search/sess_3cd924aef6594d13?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c097acfd35f0f1e99337d23f738a9e4c&from=invite-eureakplg-result&content=,
116,Isotonic solutions and their role in pharmaceutical formulations,biotech,used,2026-09-08T09:33:56.508411+00:00,2026-09-08T10:53:17.985324+00:00,2026-09-08T10:53:17.985324+00:00,https://eureka.patsnap.com/ai-search/sess_b656c110347d4140?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3e0600525dff77db944c464cf148da59&from=invite-eureakplg-result&content=,
117,Hydrofluoric Acid Applications in Semiconductor Manufacturing,electronics_manufacturing,used,2026-09-08T09:33:56.508491+00:00,2026-09-08T12:04:20.458100+00:00,2026-09-08T12:04:20.458100+00:00,https://eureka.patsnap.com/ai-search/sess_1da9fd415d5c40d4?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=644a60d986d3b2ccce66c16b586ede70&from=invite-eureakplg-result&content=,
118,How to Detect Water Content Using FTIR Techniques,chemical,used,2026-09-08T09:33:56.508430+00:00,2026-09-08T10:53:50.404754+00:00,2026-09-08T10:53:50.404754+00:00,https://eureka.patsnap.com/ai-search/sess_c1995e0d1197423a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=99ca8bcf35633b3c1b1b021f382cad65&from=invite-eureakplg-result&content=,
119,Analysis of Environmental Impact in Titanium Alloy vs Stainless Steel Production,materials,used,2026-09-08T09:33:56.508619+00:00,2026-09-08T12:06:39.500424+00:00,2026-09-08T12:06:39.500424+00:00,https://eureka.patsnap.com/ai-search/sess_2d56088b0c1f49a1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8f2d5108270b66a1ab898feedd10c5a3&from=invite-eureakplg-result&content=,
120,What are the Health Risks Associated with Muriatic Acid Fumes?,chemical,used,2026-09-08T09:33:56.508431+00:00,2026-09-08T10:53:52.863166+00:00,2026-09-08T10:53:52.863166+00:00,https://eureka.patsnap.com/ai-search/sess_67585ff2c04142d6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=7343dcdd35f23d666269fa302f9bf2d4&from=invite-eureakplg-result&content=,
121,Glycerol as a Plasticizer in Biodegradable Films,materials,used,2026-09-08T09:33:56.508620+00:00,2026-09-08T12:06:41.110153+00:00,2026-09-08T12:06:41.110153+00:00,https://eureka.patsnap.com/ai-search/sess_aee3ced80de844b5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=41407a0102e6c52930f3ae1e73a149dc&from=invite-eureakplg-result&content=,
122,The effect of lithium orotate on hormonal pathways in the endocrine system,biotech,used,2026-09-08T09:33:56.508414+00:00,2026-09-08T10:53:22.335933+00:00,2026-09-08T10:53:22.335933+00:00,https://eureka.patsnap.com/ai-search/sess_daef8d9073e94267?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=05ed982662d2e7cef9c6d15b41b213f8&from=invite-eureakplg-result&content=,
123,Compare Boric Acid and Borax in Ant Killer Mixes,chemical,used,2026-09-08T09:33:56.508432+00:00,2026-09-08T10:53:55.250965+00:00,2026-09-08T10:53:55.250965+00:00,https://eureka.patsnap.com/ai-search/sess_57628aec096745ce?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=07471e673aa8477d78208a17ce0a5757&from=invite-eureakplg-result&content=,
124,How sodium silicate enhances waterproofing solutions?,construction,used,2026-09-08T09:33:56.508469+00:00,2026-09-08T11:59:20.942064+00:00,2026-09-08T11:59:20.942064+00:00,https://eureka.patsnap.com/ai-search/sess_d2b0eae2a92f46b8?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4b1707e97bcf385afd2e51c03d1604bf&from=invite-eureakplg-result&content=,
125,How to Analyze Polydispersity Index in Dynamic Light Scattering,chemical,used,2026-09-08T09:33:56.508433+00:00,2026-09-08T10:53:57.567114+00:00,2026-09-08T10:53:57.567114+00:00,https://eureka.patsnap.com/ai-search/sess_6fc3c73f187640b1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=34c5d4cb756a014490df1443cdc2db65&from=invite-eureakplg-result&content=,
126,FinFET Vs GAAFET: Performance Comparison In Nanometer Nodes,electronics_manufacturing,used,2026-09-08T09:33:56.508492+00:00,2026-09-08T12:04:22.141875+00:00,2026-09-08T12:04:22.141875+00:00,https://eureka.patsnap.com/ai-search/sess_12a03c275467496c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e0a0606aa0eabbe9bbd67a6315aa9b73&from=invite-eureakplg-result&content=,
127,New Horizons: UHMWPE in the 3D Printing Industry,materials,used,2026-09-08T09:33:56.508621+00:00,2026-09-08T12:06:43.091449+00:00,2026-09-08T12:06:43.091449+00:00,https://eureka.patsnap.com/ai-search/sess_67bd69ef780b4536?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=9f32253e53da02c599d4db37d2143e71&from=invite-eureakplg-result&content=,
128,How to Extract Kinetic Parameters from CV Using Laviron and Nicholson Methods — Step-by-Step,chemical,used,2026-09-08T09:33:56.508435+00:00,2026-09-08T10:53:59.912111+00:00,2026-09-08T10:53:59.912111+00:00,https://eureka.patsnap.com/ai-search/sess_bbd42a7833c04e7a?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=cc34206eb6ffcb69e4487478cb7e5232&from=invite-eureakplg-result&content=,
129,Ethyl Acetate Production: Enhancing Yield and Purity,chemical,used,2026-09-08T09:33:56.508436+00:00,2026-09-08T10:54:02.246290+00:00,2026-09-08T10:54:02.246290+00:00,https://eureka.patsnap.com/ai-search/sess_e90c45a223d840df?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=691bfc7d27c3597420d0d24c7c61e576&from=invite-eureakplg-result&content=,
130,Advantages And Limitations Of PID Control Versus LQR,engineering,used,2026-09-08T12:18:54.311202+00:00,2026-09-08T12:18:56.460080+00:00,2026-09-08T12:18:56.460080+00:00,https://eureka.patsnap.com/ai-search/sess_7e7ea3304e11488e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=607aeb01133b508fb71d86192ad677e0&from=invite-eureakplg-result&content=,
131,Comparing LS2 Engine vs LS3: Power Output and Durability,automotive,used,2026-09-08T09:33:56.508351+00:00,2026-09-08T10:52:00.546874+00:00,2026-09-08T10:52:00.546874+00:00,https://eureka.patsnap.com/ai-search/sess_c71407fc348044ca?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8feee7d6f3708a084a95eeec57a02c14&from=invite-eureakplg-result&content=,
132,Efficacy of lithium orotate in managing ADHD symptoms,biotech,used,2026-09-08T09:33:56.508415+00:00,2026-09-08T10:53:25.392427+00:00,2026-09-08T10:53:25.392427+00:00,https://eureka.patsnap.com/ai-search/sess_543bd9dd556344a8?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=773d11a15acc747f6daeb486b26097b1&from=invite-eureakplg-result&content=,
133,"Polyketone Carbon Monoxide Ethylene Propylene Terpolymer: Comprehensive Analysis Of Structure, Properties, And Engineering Applications",materials,used,2026-09-08T09:33:56.508624+00:00,2026-09-08T12:06:45.926633+00:00,2026-09-08T12:06:45.926633+00:00,https://eureka.patsnap.com/ai-search/sess_e6e4be9f677c45f7?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=2752db4198c520ad85543cebefc4b3d3&from=invite-eureakplg-result&content=,
134,"Distillation Column Troubleshooting: Flooding, Weeping, And Tray Damage",construction,used,2026-09-08T09:33:56.508470+00:00,2026-09-08T11:59:22.525225+00:00,2026-09-08T11:59:22.525225+00:00,https://eureka.patsnap.com/ai-search/sess_29d183def54f4248?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=80bd210c46a2d0691e76ed2e74eaecce&from=invite-eureakplg-result&content=,
135,The Effectiveness of Muriatic Acid in Removing Algae,chemical,used,2026-09-08T09:33:56.508437+00:00,2026-09-08T10:54:03.848700+00:00,2026-09-08T10:54:03.848700+00:00,https://eureka.patsnap.com/ai-search/sess_47e1da1e88bc4169?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=795987eb23fcb566f2a7d780b39f2e93&from=invite-eureakplg-result&content=,
136,HBM4 TSV Pitch: Density Targets And SI/PI Trade-Offs,electronics_manufacturing,used,2026-09-08T09:33:56.508493+00:00,2026-09-08T12:06:07.457546+00:00,2026-09-08T12:06:07.457546+00:00,https://eureka.patsnap.com/ai-search/sess_4b74d10ec65e4fe6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0d22d4a73edae5e68e08f75d89007a67&from=invite-eureakplg-result&content=,
137,How to Architect a Medium-Voltage SST: MMC vs DAB vs LLC — Topology Selection,energy,used,2026-09-08T09:33:56.508517+00:00,2026-09-08T11:59:32.182750+00:00,2026-09-08T11:59:32.182750+00:00,https://eureka.patsnap.com/ai-search/sess_16b37ae13b764506?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=14c89c41c741a653d633501f0f87ee08&from=invite-eureakplg-result&content=,
138,How Trimethylglycine Modulates Hormonal Equilibrium in the Body,biotech,used,2026-09-08T09:33:56.508416+00:00,2026-09-08T10:53:28.694145+00:00,2026-09-08T10:53:28.694145+00:00,https://eureka.patsnap.com/ai-search/sess_c3feb34b28014d86?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=98fe20333bec79aa115f13399d242975&from=invite-eureakplg-result&content=,
139,Comprehensive Guide to Ethyl Acetate Reactivity and Use,chemical,used,2026-09-08T09:33:56.508438+00:00,2026-09-08T11:10:26.065941+00:00,2026-09-08T11:10:26.065941+00:00,https://eureka.patsnap.com/ai-search/sess_644b97f164d04f51?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=1014175cece35bda42e7c08d86ff77fa&from=invite-eureakplg-result&content=,
140,"SST vs Conventional Transformer + Power Electronics: Weight, Efficiency and Faults",energy,used,2026-09-08T09:33:56.508518+00:00,2026-09-08T11:59:33.858573+00:00,2026-09-08T11:59:33.858573+00:00,https://eureka.patsnap.com/ai-search/sess_6b2a54b9f4734204?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0f8ea593e731cf0607839daf3df3cc9e&from=invite-eureakplg-result&content=,
