case_index,title,industry,status,selected_at,used_at,last_run_at,session_url,share_url,isCompleted,completionStatus,completionError,error
12065,Climate-Resilient Ingredient Sourcing and Food Security Strategy,food_farming_production,used,2026-09-09T08:30:57.642973+00:00,2026-09-09T08:30:59.164060+00:00,2026-09-09T08:30:59.164060+00:00,https://eureka.patsnap.com/ai-search/sess_d9d31bd39e2a4564?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=cdd99f9670412b813273b456f7b3d46b&from=invite-eureakplg-result&content=,,,,
12066,Functional Foods and Evidence-Based Wellness Claims,food_farming_production,used,2026-09-09T08:30:59.165414+00:00,2026-09-09T08:31:00.710973+00:00,2026-09-09T08:31:00.710973+00:00,https://eureka.patsnap.com/ai-search/sess_ffcc7c5f60ad4df6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=95f9ddc1c5fdc52ada59bbe5e4edb4b4&from=invite-eureakplg-result&content=,,,,
12067,"Packaging, Waste, and Extended Producer Responsibility in Food",food_farming_production,used,2026-09-09T08:31:00.713799+00:00,2026-09-09T08:31:02.283210+00:00,2026-09-09T08:31:02.283210+00:00,https://eureka.patsnap.com/ai-search/sess_80718c24c1a2457d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=95c1ad0b56ab56691a4403df95b30384&from=invite-eureakplg-result&content=,,,,
12068,Digital Traceability and Provenance as Food Trust Infrastructure,food_farming_production,used,2026-09-09T08:31:02.286088+00:00,2026-09-09T08:31:03.684371+00:00,2026-09-09T08:31:03.684371+00:00,https://eureka.patsnap.com/ai-search/sess_38f7fe80d1ad4521?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0760a3299ef978af54b426d7756efc50&from=invite-eureakplg-result&content=,,,,
12069,Regionalization of Food Supply Chains and Local Production Narratives,food_farming_production,used,2026-09-09T08:31:03.685769+00:00,2026-09-09T08:31:05.235199+00:00,2026-09-09T08:31:05.235199+00:00,https://eureka.patsnap.com/ai-search/sess_3581b655d169493c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d788a0a542e8852192ee704d00253615&from=invite-eureakplg-result&content=,,,,
12070,Farm Profitability Under Climate Volatility and Input Cost Pressure,food_farming_production,used,2026-09-09T08:30:34.627171+00:00,2026-09-09T08:30:36.311346+00:00,2026-09-09T08:30:36.311346+00:00,https://eureka.patsnap.com/ai-search/sess_b2231cbc17224917?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=acfcffb75b513798605ef751e6e33fb5&from=invite-eureakplg-result&content=,,,,
12071,"Precision Agriculture Adoption: ROI, Trust, and Dealer-Led Scaling",food_farming_production,used,2026-09-09T08:30:36.313544+00:00,2026-09-09T08:30:37.665815+00:00,2026-09-09T08:30:37.665815+00:00,https://eureka.patsnap.com/ai-search/sess_96971ef86aa94353?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e80594ca225ac0da3540edc42fc808d1&from=invite-eureakplg-result&content=,,,,
12072,Autonomous Farm Operations and the Labor Constraint,food_farming_production,used,2026-09-09T08:30:37.669068+00:00,2026-09-09T08:30:39.215761+00:00,2026-09-09T08:30:39.215761+00:00,https://eureka.patsnap.com/ai-search/sess_7d280a8d68d34624?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8dda087b076fba88a6af336ecb296cda&from=invite-eureakplg-result&content=,,,,
12073,Water Scarcity and Irrigation Investment as Strategic Farm Issues,food_farming_production,used,2026-09-09T08:30:39.217368+00:00,2026-09-09T08:30:40.575698+00:00,2026-09-09T08:30:40.575698+00:00,https://eureka.patsnap.com/ai-search/sess_4e63ab1148234f9e?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=fd4b2f5d3809a993dc00255707387492&from=invite-eureakplg-result&content=,,,,
12074,Biological Inputs and Soil Health: Market Promise and Adoption Barriers,food_farming_production,used,2026-09-09T08:30:40.578244+00:00,2026-09-09T08:30:41.988858+00:00,2026-09-09T08:30:41.988858+00:00,https://eureka.patsnap.com/ai-search/sess_7f2ddf876f774d0f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=813cca22d397edbe817d47e49010bb10&from=invite-eureakplg-result&content=,,,,
12075,Seed and Crop Portfolio Resilience in Extreme Weather Markets,food_farming_production,used,2026-09-09T08:30:41.991608+00:00,2026-09-09T08:30:43.418730+00:00,2026-09-09T08:30:43.418730+00:00,https://eureka.patsnap.com/ai-search/sess_af51cfd084454fa3?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=1539f44ac64c619c76ac75fc9a274a2b&from=invite-eureakplg-result&content=,,,,
12076,"Farmer Incentives for Carbon, Nature, and Sustainability Programs",food_farming_production,used,2026-09-09T08:30:43.421856+00:00,2026-09-09T08:30:44.944115+00:00,2026-09-09T08:30:44.944115+00:00,https://eureka.patsnap.com/ai-search/sess_03d612eee948474b?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d854ee203590dd2ccfa0ef5863c6c1d0&from=invite-eureakplg-result&content=,,,,
12077,Farm Data Ownership and Trust Across Agribusiness Ecosystems,food_farming_production,used,2026-09-09T08:30:44.947319+00:00,2026-09-09T08:30:46.391397+00:00,2026-09-09T08:30:46.391397+00:00,https://eureka.patsnap.com/ai-search/sess_51fe3196a45e42e2?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=cfae3e71f3afbe6a508e89e8c6e90d73&from=invite-eureakplg-result&content=,,,,
12078,Controlled Environment Agriculture After the Profitability Reset,food_farming_production,used,2026-09-09T08:30:46.393084+00:00,2026-09-09T08:30:47.736669+00:00,2026-09-09T08:30:47.736669+00:00,https://eureka.patsnap.com/ai-search/sess_fb0d7f74f4374373?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=df1ac8a53d34f05b11b32695b33548ee&from=invite-eureakplg-result&content=,,,,
12079,Agribusiness Consolidation and Platform Ecosystems,food_farming_production,used,2026-09-09T08:30:47.739317+00:00,2026-09-09T08:30:49.306273+00:00,2026-09-09T08:30:49.306273+00:00,https://eureka.patsnap.com/ai-search/sess_bc3eb326393049aa?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e485afa581593930800943c89f02b522&from=invite-eureakplg-result&content=,,,,
12080,"Electricity Demand Shock: AI Data Centers, Industry, and Electrification",energy,used,2026-09-09T08:29:53.685077+00:00,2026-09-09T08:29:55.060847+00:00,2026-09-09T08:29:55.060847+00:00,https://eureka.patsnap.com/ai-search/sess_d27f188862964677?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=19211635b3d7116f3766f7b12d507716&from=invite-eureakplg-result&content=,,,,
12081,Grid Bottlenecks as the New Energy Transition Constraint,energy,used,2026-09-09T08:29:55.063139+00:00,2026-09-09T08:29:57.142454+00:00,2026-09-09T08:29:57.142454+00:00,https://eureka.patsnap.com/ai-search/sess_12c02e6584e64ced?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e361f0a959b17dc57aaeea5f2bb47585&from=invite-eureakplg-result&content=,,,,
12082,Clean Firm Power and the Search for Reliable Low-Carbon Supply,energy,used,2026-09-09T08:29:57.145222+00:00,2026-09-09T08:29:59.556571+00:00,2026-09-09T08:29:59.556571+00:00,https://eureka.patsnap.com/ai-search/sess_943f8b12313e4ffa?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=878ff106676747792073cbff9945dd64&from=invite-eureakplg-result&content=,,,,
12083,Energy Affordability and Policy Volatility Through 2030,energy,used,2026-09-09T08:29:59.559104+00:00,2026-09-09T08:30:02.770832+00:00,2026-09-09T08:30:02.770832+00:00,https://eureka.patsnap.com/ai-search/sess_0678bf72ced041cc?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=1981e5b51f0567cb1dc0a2eed5c0ee2c&from=invite-eureakplg-result&content=,,,,
12084,"Storage Economics, Capacity Markets, and Grid Flexibility",energy,used,2026-09-09T08:30:02.773304+00:00,2026-09-09T08:30:05.967370+00:00,2026-09-09T08:30:05.967370+00:00,https://eureka.patsnap.com/ai-search/sess_4f9379a809354929?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=aa8d622d077da0186e53ea6bfad7d5dd&from=invite-eureakplg-result&content=,,,,
12085,Critical Minerals and Energy Security in the Next Investment Cycle,energy,used,2026-09-09T08:30:05.969948+00:00,2026-09-09T08:30:07.661278+00:00,2026-09-09T08:30:07.661278+00:00,https://eureka.patsnap.com/ai-search/sess_c4eaeb22e1134bfe?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=8585b8104ffdc19fd134e790789d3a69&from=invite-eureakplg-result&content=,,,,
12086,Distributed Energy and Resilience for Commercial and Industrial Customers,energy,used,2026-09-09T08:30:07.664152+00:00,2026-09-09T08:30:11.468379+00:00,2026-09-09T08:30:11.468379+00:00,https://eureka.patsnap.com/ai-search/sess_4a3e786e9e834a5d?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=417d0cf10d5bb1218b59a137b03c111f&from=invite-eureakplg-result&content=,,,,
12087,Hydrogen Market Reset: From Announcements to Bankable Demand,energy,used,2026-09-09T08:30:11.471025+00:00,2026-09-09T08:30:12.953450+00:00,2026-09-09T08:30:12.953450+00:00,https://eureka.patsnap.com/ai-search/sess_3920265059824d81?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e51dc1db7b48e26489a2bb7884580bcd&from=invite-eureakplg-result&content=,,,,
12088,Vehicle-to-Grid and Managed Charging as Auto-Energy Convergence,energy,used,2026-09-09T08:30:12.955992+00:00,2026-09-09T08:30:14.513937+00:00,2026-09-09T08:30:14.513937+00:00,https://eureka.patsnap.com/ai-search/sess_bb6049c675a34b69?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e9277f0bf7e4f88c12108ba54fd0d6cf&from=invite-eureakplg-result&content=,,,,
12089,Carbon Management Markets for Hard-to-Abate Industries,energy,used,2026-09-09T08:30:14.516779+00:00,2026-09-09T08:30:17.221928+00:00,2026-09-09T08:30:17.221928+00:00,https://eureka.patsnap.com/ai-search/sess_67cead48fa194610?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d3937bb65f4a608e6dc502346a5b2cff&from=invite-eureakplg-result&content=,,,,
12090,Chemical Industry Demand Divergence: Winners and Laggards Through 2030,chemical,used,2026-09-09T08:29:05.759534+00:00,2026-09-09T08:29:07.164504+00:00,2026-09-09T08:29:07.164504+00:00,https://eureka.patsnap.com/ai-search/sess_7906a5a0f0c64571?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=2b3e9a1bc12535f3a219d5daa2da5d98&from=invite-eureakplg-result&content=,,,,
12091,"China Capacity, Regional Trade Policy, and Chemical Margin Pressure",chemical,used,2026-09-09T08:29:07.166446+00:00,2026-09-09T08:29:08.602124+00:00,2026-09-09T08:29:08.602124+00:00,https://eureka.patsnap.com/ai-search/sess_aca8143d354d4cbc?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=bc16480c22fcb344386898e2faa1939a&from=invite-eureakplg-result&content=,,,,
12092,"Specialty Chemicals Growth Pockets in AI, Health, Energy, and Mobility",chemical,used,2026-09-09T08:29:08.603963+00:00,2026-09-09T08:29:10.298912+00:00,2026-09-09T08:29:10.298912+00:00,https://eureka.patsnap.com/ai-search/sess_7067aeef8a4e4111?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=defcb6cca88e4b4c9b9ba42c66420d0c&from=invite-eureakplg-result&content=,,,,
12093,Circular Plastics and EPR: The Next Strategic Test for Chemical Producers,chemical,used,2026-09-09T08:29:10.300883+00:00,2026-09-09T08:29:11.658187+00:00,2026-09-09T08:29:11.658187+00:00,https://eureka.patsnap.com/ai-search/sess_386fe8d740c14ce6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=1d80401eeacf3638df1a15a51e9645c8&from=invite-eureakplg-result&content=,,,,
12094,Feedstock Volatility and Regional Advantage in Chemicals,chemical,used,2026-09-09T08:29:11.660284+00:00,2026-09-09T08:29:13.186875+00:00,2026-09-09T08:29:13.186875+00:00,https://eureka.patsnap.com/ai-search/sess_3751a778fd384409?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=84d661bfdcea38f7280e6e70cfd9aee6&from=invite-eureakplg-result&content=,,,,
12095,"Low-Carbon Chemicals: Customer Premiums, Certification, and Scale",chemical,used,2026-09-09T08:29:13.190130+00:00,2026-09-09T08:29:14.687516+00:00,2026-09-09T08:29:14.687516+00:00,https://eureka.patsnap.com/ai-search/sess_2c0cafa3047746aa?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=67840488bfdc1916839889037ccf7050&from=invite-eureakplg-result&content=,,,,
12096,Safer Chemistry and Regulatory Substitution as Innovation Drivers,chemical,used,2026-09-09T08:29:14.689782+00:00,2026-09-09T08:29:16.376581+00:00,2026-09-09T08:29:16.376581+00:00,https://eureka.patsnap.com/ai-search/sess_5163a6ccc6ee43be?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0787afccee8443e334de1ec5adfe6abf&from=invite-eureakplg-result&content=,,,,
12097,"Chemical Plant Reliability, Water, and Community License to Operate",chemical,used,2026-09-09T08:29:16.378728+00:00,2026-09-09T08:29:17.743104+00:00,2026-09-09T08:29:17.743104+00:00,https://eureka.patsnap.com/ai-search/sess_4281c2a9caab41d5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e50b674d7b651a68b4b3fc3f2dba5034&from=invite-eureakplg-result&content=,,,,
12098,Portfolio Pruning and M&A in a More Selective Chemical Market,chemical,used,2026-09-09T08:29:17.745315+00:00,2026-09-09T08:29:19.625096+00:00,2026-09-09T08:29:19.625096+00:00,https://eureka.patsnap.com/ai-search/sess_c53f89f9abb843c2?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d23b4c61724d29e57766245b3a44a284&from=invite-eureakplg-result&content=,,,,
12099,AI Productivity in Chemicals: From Lab Hype to Operating Margin,chemical,used,2026-09-09T08:29:19.627593+00:00,2026-09-09T08:29:21.897717+00:00,2026-09-09T08:29:21.897717+00:00,https://eureka.patsnap.com/ai-search/sess_5722f88b51b046ee?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=57c5becae8b391f6f4b1a0566df8d8a6&from=invite-eureakplg-result&content=,,,,
12100,K-Shaped Construction Outlook: Where Demand Diverges Through 2027,construction,used,2026-09-09T08:29:21.899833+00:00,2026-09-09T08:29:23.433248+00:00,2026-09-09T08:29:23.433248+00:00,https://eureka.patsnap.com/ai-search/sess_516ac0bf03ac4a94?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e6424daa4f1b079cd03296682baa4b6c&from=invite-eureakplg-result&content=,,,,
12101,"Data Centers, Healthcare, and Institutional Work as Construction Bright Spots",construction,used,2026-09-09T08:29:23.435857+00:00,2026-09-09T08:29:24.757476+00:00,2026-09-09T08:29:24.757476+00:00,https://eureka.patsnap.com/ai-search/sess_32cd6d12c40240a4?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=408decdd2e9d29aaf7846eaf6b8298ec&from=invite-eureakplg-result&content=,,,,
12102,"Interest Rates, Project Finance, and Backlog Conversion Risk",construction,used,2026-09-09T08:29:24.759576+00:00,2026-09-09T08:29:26.186892+00:00,2026-09-09T08:29:26.186892+00:00,https://eureka.patsnap.com/ai-search/sess_59b4329c71614be3?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=e1e455faffca9d048c9fe385efd85e4c&from=invite-eureakplg-result&content=,,,,
12103,"Retrofit, Renovation, and Adaptive Reuse as Long-Cycle Growth Markets",construction,used,2026-09-09T08:29:26.189340+00:00,2026-09-09T08:29:27.575645+00:00,2026-09-09T08:29:27.575645+00:00,https://eureka.patsnap.com/ai-search/sess_0bc62176a5a74904?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=0f99a53a67db5633b016fc26569e03a1&from=invite-eureakplg-result&content=,,,,
12104,Modular and Offsite Construction After the Productivity Reality Check,construction,used,2026-09-09T08:29:27.576985+00:00,2026-09-09T08:29:29.348105+00:00,2026-09-09T08:29:29.348105+00:00,https://eureka.patsnap.com/ai-search/sess_614f5c9330004f88?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=609465b991087244e1ca5cb91b2b283b&from=invite-eureakplg-result&content=,,,,
12105,Low-Carbon Building Procurement and the Materials Strategy Shift,construction,used,2026-09-09T08:29:29.350846+00:00,2026-09-09T08:29:31.417860+00:00,2026-09-09T08:29:31.417860+00:00,https://eureka.patsnap.com/ai-search/sess_f0606f124482466c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=4036929ebdfbf745aedc26f55027dc51&from=invite-eureakplg-result&content=,,,,
12106,"Climate Resilience Construction: Flood, Heat, Grid, and Insurance Drivers",construction,used,2026-09-09T08:29:31.419842+00:00,2026-09-09T08:29:33.207026+00:00,2026-09-09T08:29:33.207026+00:00,https://eureka.patsnap.com/ai-search/sess_75f1c2fcd96f4aee?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=19ee3392d9e08141284a1c072f373eff&from=invite-eureakplg-result&content=,,,,
12107,Labor Shortages and the Construction Productivity Gap,construction,used,2026-09-09T08:29:33.209429+00:00,2026-09-09T08:29:34.950738+00:00,2026-09-09T08:29:34.950738+00:00,https://eureka.patsnap.com/ai-search/sess_bcd89c7da7084db5?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=f4db4855f981c6e0f30cab36bcc501f8&from=invite-eureakplg-result&content=,,,,
12108,AI-Ready Architecture and Construction Firms: Operating Model Implications,construction,used,2026-09-09T08:29:34.953301+00:00,2026-09-09T08:29:36.450319+00:00,2026-09-09T08:29:36.450319+00:00,https://eureka.patsnap.com/ai-search/sess_733b89a472874d9f?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=c07ad40e3e66e4f6e4b7bc4340375644&from=invite-eureakplg-result&content=,,,,
12109,Manufacturing Construction After the Mega-Project Wave,construction,used,2026-09-09T08:29:36.452373+00:00,2026-09-09T08:29:37.889405+00:00,2026-09-09T08:29:37.889405+00:00,https://eureka.patsnap.com/ai-search/sess_2eafec41a85c4362?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b9025162702a8e5d079d44b72870d030&from=invite-eureakplg-result&content=,,,,
12110,AI Investment Discipline: From Experimentation to Measurable Business Outcomes,other,used,2026-09-09T08:31:49.230697+00:00,2026-09-09T08:31:52.750720+00:00,2026-09-09T08:31:52.750720+00:00,https://eureka.patsnap.com/ai-search/sess_ce0b242db1f74f22?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3d4faf48168f41dfad29819a48881bc7&from=invite-eureakplg-result&content=,,,,
12111,Geopatriation and Regionalization as Cross-Industry Strategy,other,used,2026-09-09T08:31:52.752515+00:00,2026-09-09T08:31:54.083909+00:00,2026-09-09T08:31:54.083909+00:00,https://eureka.patsnap.com/ai-search/sess_20dcf02a8c2f4c4c?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=3f7b956e1ae17c17dd1877a002181cc8&from=invite-eureakplg-result&content=,,,,
12112,Multiagent Systems and the Next Enterprise Operating Model,other,used,2026-09-09T08:31:54.085851+00:00,2026-09-09T08:31:55.911415+00:00,2026-09-09T08:31:55.911415+00:00,https://eureka.patsnap.com/ai-search/sess_e192bdd35d544641?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d57ed464d12fc5c432c9b7f85e4a8215&from=invite-eureakplg-result&content=,,,,
12113,"AI Security, Digital Provenance, and Trust in Automated Workflows",other,used,2026-09-09T08:31:55.915151+00:00,2026-09-09T08:31:58.214728+00:00,2026-09-09T08:31:58.214728+00:00,https://eureka.patsnap.com/ai-search/sess_c71e790e929c4ac1?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=d1817256b0367f2e5f396dbf24970c1f&from=invite-eureakplg-result&content=,,,,
12114,From Global Efficiency to Resilience Premiums in Supply Chains,other,used,2026-09-09T08:31:58.217933+00:00,2026-09-09T08:31:59.641529+00:00,2026-09-09T08:31:59.641529+00:00,https://eureka.patsnap.com/ai-search/sess_725c4eab863d4ac6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=7ad4f9f4e75905f9d5476ee1ba187713&from=invite-eureakplg-result&content=,,,,
12115,"Workforce Transformation Under AI, Automation, and Skills Scarcity",other,used,2026-09-09T08:31:59.644456+00:00,2026-09-09T08:32:01.444418+00:00,2026-09-09T08:32:01.444418+00:00,https://eureka.patsnap.com/ai-search/sess_900299d3381f4b72?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b476e212f85a1713adc81191d0d42477&from=invite-eureakplg-result&content=,,,,
12116,"Sustainability Reporting Becomes Strategy, Not Compliance",other,used,2026-09-09T08:32:01.447914+00:00,2026-09-09T08:32:03.284799+00:00,2026-09-09T08:32:03.284799+00:00,https://eureka.patsnap.com/ai-search/sess_1ab0f33acdd944fb?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=ea49bfa5883bd749b2d44ea79e38819d&from=invite-eureakplg-result&content=,,,,
12117,Customer Trust in an AI-Native Market,other,used,2026-09-09T08:32:03.287596+00:00,2026-09-09T08:32:04.650929+00:00,2026-09-09T08:32:04.650929+00:00,https://eureka.patsnap.com/ai-search/sess_46e95ddb726b4345?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=383ca45fcb7b001da9e7db86e9352dc6&from=invite-eureakplg-result&content=,,,,
12118,Platform Ecosystems and Data Monetization Across Traditional Industries,other,used,2026-09-09T08:32:04.654060+00:00,2026-09-09T08:32:06.104025+00:00,2026-09-09T08:32:06.104025+00:00,https://eureka.patsnap.com/ai-search/sess_0e1d56c12caa43f6?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=b5293010c54541526fed8e303bd95ff5&from=invite-eureakplg-result&content=,,,,
12119,"Capital Allocation in a High-Uncertainty, High-Innovation Decade",other,used,2026-09-09T08:32:06.106275+00:00,2026-09-09T08:32:08.431051+00:00,2026-09-09T08:32:08.431051+00:00,https://eureka.patsnap.com/ai-search/sess_3b565b1ecc2b43f3?from=rd-home&start_from=eureka_landingpage,https://eureka.patsnap.com/share/?id=53a899e3f7ae056a96c5c1c84c9e1dbd&from=invite-eureakplg-result&content=,,,,
